coord,prob,n,zones,zone_mode,sort_method,zonal_sort,exp_density,var_density,min_density,median_density,max_density,exp_IB,var_IB,min_IB,median_IB,max_IB,exp_LB,var_LB,min_LB,median_LB,max_LB
random_uneq,default,16,"(2, 2)",sweep,lexico-yx,grid,-0.11,0.05,-0.41,-0.13,0.51,-0.34,0.01,-0.49,-0.34,-0.12,0.39,0.76,0.12,0.31,24.70
clust_eq,default,16,"(2, 2)",sweep,lexico-yx,grid,0.04,0.01,-0.11,0.08,0.15,-0.33,0.01,-0.55,-0.36,-0.08,0.18,0.00,0.12,0.16,0.29
clust_uneq,default,16,"(2, 2)",sweep,lexico-yx,grid,-0.06,0.02,-0.36,-0.05,0.26,-0.18,0.01,-0.41,-0.19,0.02,0.34,0.18,0.12,0.27,4.89
swiss_eq,default,16,"(2, 2)",sweep,lexico-yx,grid,-0.01,0.02,-0.22,-0.04,0.21,-0.48,0.01,-0.67,-0.52,-0.30,0.15,0.00,0.09,0.14,0.20
swiss_uneq,default,16,"(2, 2)",sweep,lexico-yx,grid,0.04,0.02,-0.42,0.00,0.26,-0.20,0.01,-0.40,-0.21,-0.03,0.83,0.42,0.31,0.68,3.20
grid_eq,default,16,"(2, 2)",sweep,lexico-yx,shell,0.20,0.00,0.07,0.19,0.35,-0.35,0.01,-0.50,-0.38,-0.08,0.13,0.00,0.10,0.12,0.16
grid_uneq,default,16,"(2, 2)",sweep,lexico-yx,shell,-0.06,0.04,-0.42,-0.06,0.33,-0.10,0.02,-0.39,-0.13,0.22,0.45,4.27,0.13,0.27,158.24
random_eq,default,16,"(2, 2)",sweep,lexico-yx,shell,0.08,0.01,-0.09,0.11,0.24,-0.32,0.03,-0.59,-0.34,0.02,0.13,0.00,0.06,0.12,0.18
random_uneq,default,16,"(2, 2)",sweep,lexico-yx,shell,-0.17,0.05,-0.50,-0.21,0.50,-0.25,0.01,-0.46,-0.27,0.01,0.38,0.74,0.10,0.26,24.68
clust_eq,default,16,"(2, 2)",sweep,lexico-yx,shell,0.03,0.02,-0.21,0.09,0.20,-0.30,0.01,-0.52,-0.29,-0.02,0.17,0.00,0.12,0.16,0.27
clust_uneq,default,16,"(2, 2)",sweep,lexico-yx,shell,-0.06,0.01,-0.29,-0.07,0.15,-0.19,0.01,-0.32,-0.21,-0.01,0.33,0.18,0.10,0.23,4.93
swiss_eq,default,16,"(2, 2)",sweep,lexico-yx,shell,0.05,0.01,-0.13,0.07,0.20,-0.43,0.02,-0.71,-0.46,-0.05,0.13,0.00,0.10,0.13,0.21
swiss_uneq,default,16,"(2, 2)",sweep,lexico-yx,shell,0.08,0.03,-0.25,0.13,0.32,-0.19,0.01,-0.36,-0.18,0.24,0.79,0.42,0.22,0.66,3.40
grid_eq,default,16,"(2, 2)",sweep,random,lexico-xy,0.10,0.01,-0.13,0.12,0.30,-0.46,0.01,-0.60,-0.48,-0.22,0.16,0.00,0.13,0.16,0.22
grid_uneq,default,16,"(2, 2)",sweep,random,lexico-xy,-0.06,0.04,-0.40,-0.04,0.42,-0.09,0.01,-0.38,-0.07,0.17,0.49,4.28,0.12,0.32,158.28
random_eq,default,16,"(2, 2)",sweep,random,lexico-xy,0.03,0.02,-0.23,0.08,0.25,-0.37,0.01,-0.52,-0.39,-0.14,0.14,0.00,0.10,0.13,0.19
random_uneq,default,16,"(2, 2)",sweep,random,lexico-xy,-0.11,0.04,-0.39,-0.10,0.29,-0.25,0.00,-0.39,-0.24,-0.05,0.41,0.72,0.11,0.30,24.54
clust_eq,default,16,"(2, 2)",sweep,random,lexico-xy,0.03,0.01,-0.17,0.05,0.13,-0.35,0.01,-0.55,-0.34,-0.19,0.19,0.00,0.13,0.20,0.26
clust_uneq,default,16,"(2, 2)",sweep,random,lexico-xy,-0.07,0.01,-0.25,-0.08,0.18,-0.11,0.01,-0.35,-0.09,0.09,0.32,0.17,0.11,0.24,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,lexico-xy,-0.01,0.02,-0.31,-0.05,0.20,-0.43,0.02,-0.62,-0.45,-0.05,0.14,0.00,0.11,0.14,0.18
swiss_uneq,default,16,"(2, 2)",sweep,random,lexico-xy,-0.05,0.02,-0.27,0.06,0.30,-0.21,0.01,-0.39,-0.19,0.04,0.72,0.38,0.28,0.69,3.59
grid_eq,default,16,"(2, 2)",sweep,random,lexico-yx,0.15,0.01,-0.06,0.15,0.35,-0.42,0.01,-0.61,-0.42,-0.21,0.15,0.00,0.10,0.15,0.18
grid_uneq,default,16,"(2, 2)",sweep,random,lexico-yx,-0.11,0.04,-0.38,-0.13,0.41,-0.17,0.01,-0.40,-0.23,0.05,0.49,4.35,0.12,0.32,158.29
random_eq,default,16,"(2, 2)",sweep,random,lexico-yx,0.06,0.01,-0.17,0.08,0.20,-0.39,0.01,-0.52,-0.41,-0.14,0.14,0.00,0.10,0.14,0.18
random_uneq,default,16,"(2, 2)",sweep,random,lexico-yx,-0.12,0.03,-0.40,-0.08,0.25,-0.27,0.01,-0.42,-0.30,-0.05,0.42,0.73,0.11,0.30,24.56
clust_eq,default,16,"(2, 2)",sweep,random,lexico-yx,0.01,0.01,-0.19,0.07,0.16,-0.43,0.01,-0.56,-0.44,-0.27,0.18,0.00,0.08,0.18,0.26
clust_uneq,default,16,"(2, 2)",sweep,random,lexico-yx,-0.06,0.02,-0.27,-0.02,0.20,-0.21,0.01,-0.33,-0.24,0.07,0.33,0.17,0.13,0.24,4.97
swiss_eq,default,16,"(2, 2)",sweep,random,lexico-yx,0.01,0.01,-0.16,0.04,0.17,-0.46,0.01,-0.64,-0.44,-0.24,0.15,0.00,0.09,0.15,0.20
swiss_uneq,default,16,"(2, 2)",sweep,random,lexico-yx,0.00,0.02,-0.27,0.06,0.24,-0.16,0.01,-0.33,-0.16,0.08,0.71,0.37,0.25,0.67,3.53
grid_eq,default,16,"(2, 2)",sweep,random,random,0.17,0.01,-0.08,0.19,0.32,-0.33,0.02,-0.59,-0.32,-0.06,0.13,0.00,0.09,0.14,0.20
grid_uneq,default,16,"(2, 2)",sweep,random,random,-0.05,0.05,-0.48,0.06,0.35,-0.09,0.02,-0.31,-0.08,0.16,0.45,4.27,0.12,0.29,158.24
random_eq,default,16,"(2, 2)",sweep,random,random,0.07,0.02,-0.15,0.08,0.32,-0.39,0.01,-0.60,-0.39,-0.21,0.13,0.00,0.09,0.13,0.16
random_uneq,default,16,"(2, 2)",sweep,random,random,-0.10,0.02,-0.30,-0.14,0.30,-0.18,0.01,-0.43,-0.19,0.06,0.38,0.71,0.14,0.25,24.49
clust_eq,default,16,"(2, 2)",sweep,random,random,0.01,0.01,-0.14,0.03,0.15,-0.29,0.01,-0.45,-0.31,-0.08,0.18,0.00,0.13,0.17,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,random,-0.08,0.02,-0.27,-0.09,0.22,-0.19,0.01,-0.36,-0.20,0.01,0.30,0.17,0.13,0.23,4.93
swiss_eq,default,16,"(2, 2)",sweep,random,random,0.03,0.03,-0.27,-0.03,0.26,-0.36,0.01,-0.51,-0.36,-0.08,0.13,0.00,0.09,0.12,0.17
swiss_uneq,default,16,"(2, 2)",sweep,random,random,-0.04,0.03,-0.31,-0.05,0.28,-0.16,0.01,-0.32,-0.16,0.17,0.72,0.31,0.25,0.62,2.81
grid_eq,default,16,"(2, 2)",sweep,random,angle_0,0.10,0.01,-0.09,0.12,0.27,-0.44,0.01,-0.67,-0.42,-0.22,0.17,0.00,0.13,0.16,0.21
grid_uneq,default,16,"(2, 2)",sweep,random,angle_0,-0.10,0.03,-0.40,-0.06,0.28,-0.23,0.01,-0.39,-0.23,-0.08,0.50,4.29,0.14,0.34,158.32
random_eq,default,16,"(2, 2)",sweep,random,angle_0,0.03,0.01,-0.16,0.04,0.23,-0.46,0.01,-0.60,-0.46,-0.25,0.14,0.00,0.09,0.15,0.19
random_uneq,default,16,"(2, 2)",sweep,random,angle_0,-0.14,0.03,-0.46,-0.10,0.21,-0.30,0.01,-0.45,-0.30,-0.09,0.42,0.71,0.11,0.31,24.55
clust_eq,default,16,"(2, 2)",sweep,random,angle_0,-0.01,0.01,-0.11,-0.03,0.15,-0.42,0.01,-0.58,-0.41,-0.25,0.19,0.00,0.12,0.18,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,angle_0,-0.06,0.02,-0.29,-0.08,0.22,-0.17,0.01,-0.38,-0.18,0.03,0.34,0.18,0.14,0.26,4.93
swiss_eq,default,16,"(2, 2)",sweep,random,angle_0,0.02,0.01,-0.17,0.05,0.15,-0.40,0.01,-0.56,-0.41,-0.17,0.15,0.00,0.10,0.15,0.18
swiss_uneq,default,16,"(2, 2)",sweep,random,angle_0,0.01,0.01,-0.17,0.06,0.38,-0.21,0.01,-0.42,-0.21,0.07,0.71,0.36,0.30,0.67,3.58
grid_eq,default,16,"(2, 2)",sweep,random,distance_0,0.11,0.01,-0.17,0.10,0.32,-0.43,0.01,-0.64,-0.46,-0.19,0.16,0.00,0.08,0.16,0.21
grid_uneq,default,16,"(2, 2)",sweep,random,distance_0,-0.09,0.02,-0.31,-0.07,0.28,-0.25,0.01,-0.47,-0.26,-0.06,0.51,4.26,0.15,0.31,158.31
random_eq,default,16,"(2, 2)",sweep,random,distance_0,0.03,0.01,-0.17,0.05,0.20,-0.47,0.01,-0.61,-0.50,-0.24,0.14,0.00,0.10,0.14,0.17
random_uneq,default,16,"(2, 2)",sweep,random,distance_0,-0.15,0.03,-0.44,-0.15,0.22,-0.29,0.01,-0.57,-0.28,-0.11,0.40,0.71,0.12,0.31,24.53
clust_eq,default,16,"(2, 2)",sweep,random,distance_0,0.02,0.01,-0.14,0.05,0.14,-0.38,0.03,-0.68,-0.40,-0.06,0.18,0.00,0.13,0.17,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,distance_0,-0.08,0.02,-0.34,-0.08,0.27,-0.19,0.01,-0.39,-0.20,0.07,0.34,0.17,0.10,0.26,4.88
swiss_eq,default,16,"(2, 2)",sweep,random,distance_0,0.02,0.01,-0.13,0.01,0.22,-0.42,0.01,-0.61,-0.42,-0.24,0.15,0.00,0.10,0.14,0.21
swiss_uneq,default,16,"(2, 2)",sweep,random,distance_0,0.02,0.02,-0.19,0.07,0.39,-0.21,0.01,-0.35,-0.19,0.04,0.73,0.38,0.27,0.66,3.06
grid_eq,default,16,"(2, 2)",sweep,random,projection,0.14,0.01,-0.14,0.13,0.32,-0.45,0.01,-0.63,-0.44,-0.23,0.15,0.00,0.11,0.15,0.21
grid_uneq,default,16,"(2, 2)",sweep,random,projection,-0.09,0.01,-0.34,-0.09,0.21,-0.25,0.01,-0.41,-0.28,-0.03,0.50,4.27,0.10,0.33,158.32
random_eq,default,16,"(2, 2)",sweep,random,projection,0.06,0.01,-0.18,0.09,0.21,-0.42,0.01,-0.59,-0.39,-0.12,0.15,0.00,0.11,0.15,0.19
random_uneq,default,16,"(2, 2)",sweep,random,projection,-0.15,0.04,-0.49,-0.16,0.32,-0.26,0.01,-0.43,-0.27,0.08,0.40,0.72,0.10,0.31,24.54
clust_eq,default,16,"(2, 2)",sweep,random,projection,0.03,0.01,-0.15,0.05,0.13,-0.39,0.01,-0.64,-0.37,-0.19,0.19,0.00,0.11,0.19,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,projection,-0.07,0.01,-0.23,-0.07,0.23,-0.22,0.01,-0.37,-0.21,-0.03,0.34,0.17,0.11,0.26,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,projection,0.02,0.01,-0.15,-0.03,0.17,-0.42,0.01,-0.66,-0.42,-0.18,0.14,0.00,0.10,0.14,0.18
swiss_uneq,default,16,"(2, 2)",sweep,random,projection,0.09,0.01,-0.16,0.11,0.32,-0.18,0.01,-0.35,-0.18,0.10,0.73,0.40,0.27,0.66,3.58
grid_eq,default,16,"(2, 2)",sweep,random,center,0.14,0.03,-0.27,0.15,0.36,-0.38,0.01,-0.56,-0.39,-0.02,0.13,0.00,0.08,0.13,0.22
grid_uneq,default,16,"(2, 2)",sweep,random,center,-0.06,0.04,-0.53,-0.07,0.45,-0.06,0.01,-0.30,-0.06,0.22,0.47,4.28,0.10,0.32,158.23
random_eq,default,16,"(2, 2)",sweep,random,center,0.03,0.03,-0.23,0.06,0.31,-0.38,0.02,-0.62,-0.38,-0.03,0.13,0.00,0.09,0.13,0.18
random_uneq,default,16,"(2, 2)",sweep,random,center,-0.11,0.05,-0.44,-0.09,0.40,-0.29,0.00,-0.38,-0.29,-0.09,0.40,0.72,0.13,0.30,24.55
clust_eq,default,16,"(2, 2)",sweep,random,center,0.00,0.02,-0.24,-0.04,0.23,-0.29,0.02,-0.59,-0.31,-0.07,0.17,0.00,0.08,0.16,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,center,-0.07,0.02,-0.30,-0.07,0.25,-0.20,0.01,-0.35,-0.24,0.07,0.31,0.18,0.12,0.26,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,center,0.03,0.02,-0.31,0.10,0.19,-0.38,0.03,-0.64,-0.42,-0.09,0.13,0.00,0.07,0.13,0.18
swiss_uneq,default,16,"(2, 2)",sweep,random,center,0.11,0.03,-0.27,0.15,0.41,-0.18,0.01,-0.32,-0.20,0.16,0.68,0.32,0.26,0.66,2.86
grid_eq,default,16,"(2, 2)",sweep,random,spiral,0.11,0.00,-0.09,0.11,0.21,-0.48,0.00,-0.62,-0.50,-0.31,0.16,0.00,0.12,0.16,0.20
grid_uneq,default,16,"(2, 2)",sweep,random,spiral,-0.12,0.03,-0.39,-0.08,0.31,-0.20,0.02,-0.46,-0.20,0.06,0.47,4.28,0.11,0.31,158.27
random_eq,default,16,"(2, 2)",sweep,random,spiral,0.03,0.01,-0.19,0.06,0.15,-0.41,0.01,-0.60,-0.41,-0.13,0.15,0.00,0.11,0.15,0.19
random_uneq,default,16,"(2, 2)",sweep,random,spiral,-0.15,0.03,-0.44,-0.10,0.25,-0.29,0.01,-0.44,-0.29,-0.04,0.41,0.72,0.13,0.34,24.53
clust_eq,default,16,"(2, 2)",sweep,random,spiral,0.00,0.01,-0.16,0.04,0.11,-0.40,0.01,-0.55,-0.41,-0.21,0.19,0.00,0.14,0.19,0.24
clust_uneq,default,16,"(2, 2)",sweep,random,spiral,-0.05,0.02,-0.27,-0.09,0.18,-0.17,0.01,-0.31,-0.15,0.03,0.34,0.17,0.13,0.27,4.97
swiss_eq,default,16,"(2, 2)",sweep,random,spiral,0.00,0.01,-0.13,-0.04,0.19,-0.45,0.01,-0.59,-0.46,-0.30,0.15,0.00,0.12,0.15,0.19
swiss_uneq,default,16,"(2, 2)",sweep,random,spiral,0.09,0.02,-0.18,-0.04,0.34,-0.21,0.00,-0.33,-0.17,-0.06,0.72,0.37,0.27,0.70,3.28
grid_eq,default,16,"(2, 2)",sweep,random,max,0.16,0.01,0.06,0.17,0.35,-0.35,0.01,-0.59,-0.35,-0.13,0.15,0.00,0.09,0.15,0.21
grid_uneq,default,16,"(2, 2)",sweep,random,max,-0.11,0.02,-0.39,-0.11,0.27,-0.27,0.01,-0.44,-0.30,-0.10,0.50,4.26,0.14,0.33,158.28
random_eq,default,16,"(2, 2)",sweep,random,max,0.05,0.01,-0.25,0.09,0.19,-0.35,0.02,-0.57,-0.34,-0.13,0.14,0.00,0.09,0.15,0.18
random_uneq,default,16,"(2, 2)",sweep,random,max,-0.15,0.04,-0.48,-0.14,0.33,-0.30,0.01,-0.49,-0.30,-0.05,0.42,0.72,0.11,0.31,24.56
clust_eq,default,16,"(2, 2)",sweep,random,max,0.02,0.02,-0.26,0.07,0.17,-0.36,0.02,-0.57,-0.35,-0.09,0.18,0.00,0.10,0.18,0.22
clust_uneq,default,16,"(2, 2)",sweep,random,max,-0.05,0.02,-0.27,-0.10,0.33,-0.15,0.01,-0.32,-0.15,0.24,0.32,0.17,0.15,0.25,4.97
swiss_eq,default,16,"(2, 2)",sweep,random,max,0.03,0.02,-0.18,0.08,0.25,-0.46,0.01,-0.63,-0.43,-0.28,0.14,0.00,0.10,0.14,0.18
swiss_uneq,default,16,"(2, 2)",sweep,random,max,0.03,0.02,-0.20,0.08,0.34,-0.17,0.01,-0.36,-0.14,0.08,0.71,0.37,0.25,0.58,3.14
grid_eq,default,16,"(2, 2)",sweep,random,hilbert,0.10,0.01,-0.13,0.11,0.29,-0.47,0.01,-0.61,-0.47,-0.24,0.16,0.00,0.12,0.16,0.21
grid_uneq,default,16,"(2, 2)",sweep,random,hilbert,-0.10,0.03,-0.36,-0.03,0.31,-0.27,0.01,-0.47,-0.27,0.02,0.49,4.27,0.14,0.33,158.26
random_eq,default,16,"(2, 2)",sweep,random,hilbert,0.02,0.00,-0.12,0.05,0.12,-0.48,0.00,-0.66,-0.49,-0.36,0.15,0.00,0.10,0.15,0.21
random_uneq,default,16,"(2, 2)",sweep,random,hilbert,-0.18,0.01,-0.41,-0.17,0.17,-0.32,0.01,-0.48,-0.35,-0.14,0.41,0.72,0.11,0.29,24.55
clust_eq,default,16,"(2, 2)",sweep,random,hilbert,-0.00,0.01,-0.14,0.03,0.16,-0.44,0.01,-0.59,-0.44,-0.20,0.20,0.00,0.17,0.20,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,hilbert,-0.09,0.01,-0.24,-0.09,0.22,-0.19,0.01,-0.36,-0.19,0.01,0.34,0.17,0.11,0.26,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,hilbert,0.00,0.01,-0.15,-0.03,0.13,-0.51,0.01,-0.65,-0.51,-0.24,0.14,0.00,0.11,0.14,0.21
swiss_uneq,default,16,"(2, 2)",sweep,random,hilbert,0.02,0.01,-0.17,-0.04,0.24,-0.16,0.01,-0.32,-0.17,0.05,0.77,0.38,0.25,0.74,3.04
grid_eq,default,16,"(2, 2)",sweep,random,farthest,0.18,0.01,-0.12,0.20,0.31,-0.27,0.01,-0.44,-0.29,0.00,0.14,0.00,0.11,0.15,0.20
grid_uneq,default,16,"(2, 2)",sweep,random,farthest,-0.08,0.03,-0.37,-0.12,0.38,-0.12,0.02,-0.36,-0.15,0.17,0.47,4.28,0.10,0.32,158.26
random_eq,default,16,"(2, 2)",sweep,random,farthest,0.06,0.01,-0.12,0.09,0.24,-0.38,0.01,-0.55,-0.39,-0.18,0.12,0.00,0.09,0.12,0.17
random_uneq,default,16,"(2, 2)",sweep,random,farthest,-0.10,0.04,-0.40,-0.07,0.25,-0.23,0.01,-0.42,-0.23,0.14,0.40,0.71,0.12,0.30,24.51
clust_eq,default,16,"(2, 2)",sweep,random,farthest,-0.00,0.01,-0.11,-0.04,0.13,-0.30,0.01,-0.50,-0.33,-0.14,0.18,0.00,0.11,0.17,0.25
clust_uneq,default,16,"(2, 2)",sweep,random,farthest,-0.07,0.01,-0.22,-0.08,0.15,-0.18,0.01,-0.35,-0.17,-0.04,0.32,0.17,0.12,0.22,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,farthest,0.02,0.03,-0.27,0.08,0.28,-0.30,0.01,-0.54,-0.32,-0.08,0.12,0.00,0.09,0.12,0.16
swiss_uneq,default,16,"(2, 2)",sweep,random,farthest,0.06,0.03,-0.18,0.04,0.48,-0.17,0.01,-0.33,-0.17,0.10,0.73,0.41,0.27,0.77,3.83
grid_eq,default,16,"(2, 2)",sweep,random,grid,0.13,0.01,-0.07,0.13,0.30,-0.36,0.01,-0.65,-0.36,-0.13,0.15,0.00,0.12,0.16,0.19
grid_uneq,default,16,"(2, 2)",sweep,random,grid,-0.09,0.03,-0.38,-0.12,0.30,-0.24,0.01,-0.46,-0.25,-0.04,0.49,4.27,0.10,0.30,158.24
random_eq,default,16,"(2, 2)",sweep,random,grid,0.02,0.01,-0.14,0.04,0.13,-0.42,0.01,-0.60,-0.40,-0.27,0.14,0.00,0.10,0.14,0.17
random_uneq,default,16,"(2, 2)",sweep,random,grid,-0.16,0.03,-0.40,-0.18,0.37,-0.35,0.01,-0.50,-0.36,-0.17,0.41,0.72,0.12,0.31,24.63
clust_eq,default,16,"(2, 2)",sweep,random,grid,0.02,0.01,-0.21,0.08,0.15,-0.40,0.01,-0.57,-0.40,-0.24,0.18,0.00,0.11,0.17,0.26
clust_uneq,default,16,"(2, 2)",sweep,random,grid,-0.06,0.01,-0.29,-0.07,0.19,-0.21,0.01,-0.38,-0.21,0.01,0.33,0.17,0.09,0.25,4.89
swiss_eq,default,16,"(2, 2)",sweep,random,grid,0.01,0.01,-0.18,0.07,0.15,-0.47,0.01,-0.66,-0.48,-0.30,0.15,0.00,0.11,0.14,0.21
swiss_uneq,default,16,"(2, 2)",sweep,random,grid,0.00,0.02,-0.34,-0.06,0.32,-0.19,0.02,-0.39,-0.18,0.11,0.71,0.37,0.27,0.67,3.29
grid_eq,default,16,"(2, 2)",sweep,random,shell,0.14,0.02,-0.16,0.15,0.32,-0.34,0.02,-0.51,-0.35,0.16,0.12,0.00,0.07,0.12,0.16
grid_uneq,default,16,"(2, 2)",sweep,random,shell,-0.04,0.03,-0.29,-0.10,0.46,-0.12,0.02,-0.34,-0.16,0.21,0.47,4.43,0.15,0.30,158.27
random_eq,default,16,"(2, 2)",sweep,random,shell,0.05,0.02,-0.17,0.07,0.29,-0.32,0.01,-0.52,-0.32,-0.13,0.13,0.00,0.09,0.13,0.17
random_uneq,default,16,"(2, 2)",sweep,random,shell,-0.14,0.05,-0.45,-0.17,0.41,-0.26,0.00,-0.41,-0.26,-0.11,0.39,0.73,0.13,0.28,24.53
clust_eq,default,16,"(2, 2)",sweep,random,shell,0.02,0.02,-0.25,0.07,0.20,-0.27,0.01,-0.46,-0.30,-0.06,0.17,0.00,0.10,0.16,0.27
clust_uneq,default,16,"(2, 2)",sweep,random,shell,-0.06,0.01,-0.26,-0.08,0.18,-0.20,0.01,-0.36,-0.21,0.09,0.32,0.18,0.12,0.21,4.93
swiss_eq,default,16,"(2, 2)",sweep,random,shell,0.03,0.02,-0.25,0.10,0.16,-0.42,0.01,-0.61,-0.42,-0.15,0.13,0.00,0.09,0.13,0.20
swiss_uneq,default,16,"(2, 2)",sweep,random,shell,0.07,0.02,-0.17,0.14,0.35,-0.18,0.01,-0.39,-0.17,0.04,0.72,0.37,0.24,0.66,3.10
grid_eq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,0.11,0.00,-0.11,0.11,0.19,-0.48,0.00,-0.70,-0.48,-0.30,0.17,0.00,0.08,0.18,0.21
grid_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,-0.04,0.03,-0.36,-0.09,0.43,-0.19,0.01,-0.46,-0.19,-0.05,0.47,4.29,0.13,0.31,158.32
random_eq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,0.05,0.01,-0.12,0.09,0.19,-0.44,0.01,-0.59,-0.44,-0.28,0.13,0.00,0.09,0.12,0.20
random_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,-0.13,0.05,-0.53,-0.05,0.30,-0.30,0.00,-0.42,-0.29,-0.15,0.39,0.74,0.10,0.29,24.60
clust_eq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,0.02,0.01,-0.16,0.07,0.15,-0.36,0.00,-0.51,-0.37,-0.21,0.19,0.00,0.10,0.20,0.26
clust_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,-0.06,0.01,-0.24,-0.05,0.25,-0.16,0.01,-0.35,-0.18,0.00,0.34,0.17,0.16,0.24,4.89
swiss_eq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,0.01,0.02,-0.19,-0.02,0.23,-0.46,0.00,-0.56,-0.48,-0.28,0.15,0.00,0.05,0.15,0.20
swiss_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-xy,0.02,0.02,-0.20,0.07,0.40,-0.16,0.00,-0.29,-0.16,0.00,0.72,0.31,0.25,0.66,2.80
grid_eq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,0.08,0.01,-0.11,0.08,0.26,-0.46,0.01,-0.65,-0.45,-0.32,0.17,0.00,0.11,0.16,0.23
grid_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,-0.07,0.03,-0.29,-0.10,0.34,-0.25,0.01,-0.39,-0.27,-0.00,0.47,4.31,0.12,0.30,158.26
random_eq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,0.02,0.01,-0.10,0.04,0.14,-0.46,0.01,-0.63,-0.47,-0.20,0.14,0.00,0.09,0.14,0.19
random_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,-0.13,0.02,-0.40,-0.12,0.32,-0.29,0.01,-0.47,-0.28,-0.02,0.40,0.74,0.10,0.30,24.60
clust_eq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,-0.00,0.01,-0.16,-0.05,0.14,-0.35,0.01,-0.53,-0.36,-0.18,0.19,0.00,0.13,0.18,0.27
clust_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,-0.07,0.01,-0.27,-0.05,0.17,-0.21,0.00,-0.36,-0.21,-0.06,0.34,0.18,0.14,0.23,4.99
swiss_eq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,0.01,0.01,-0.19,0.05,0.13,-0.42,0.01,-0.58,-0.42,-0.15,0.16,0.00,0.10,0.16,0.23
swiss_uneq,default,16,"(2, 2)",sweep,angle_0,lexico-yx,0.03,0.02,-0.27,0.07,0.31,-0.18,0.01,-0.40,-0.17,0.02,0.70,0.29,0.25,0.62,2.96
grid_eq,default,16,"(2, 2)",sweep,angle_0,random,0.21,0.01,-0.08,0.19,0.39,-0.28,0.01,-0.46,-0.28,-0.10,0.13,0.00,0.10,0.13,0.17
grid_uneq,default,16,"(2, 2)",sweep,angle_0,random,-0.07,0.02,-0.27,-0.08,0.25,-0.10,0.01,-0.22,-0.12,0.23,0.45,4.26,0.12,0.26,158.22
random_eq,default,16,"(2, 2)",sweep,angle_0,random,0.03,0.02,-0.16,0.05,0.26,-0.39,0.01,-0.55,-0.37,-0.15,0.15,0.00,0.10,0.14,0.21
random_uneq,default,16,"(2, 2)",sweep,angle_0,random,-0.16,0.01,-0.31,-0.16,0.14,-0.30,0.01,-0.45,-0.29,-0.08,0.39,0.72,0.12,0.26,24.53
clust_eq,default,16,"(2, 2)",sweep,angle_0,random,-0.01,0.01,-0.15,-0.06,0.18,-0.32,0.01,-0.54,-0.32,-0.09,0.18,0.00,0.11,0.18,0.23
clust_uneq,default,16,"(2, 2)",sweep,angle_0,random,-0.07,0.02,-0.33,-0.09,0.17,-0.16,0.01,-0.30,-0.18,0.05,0.32,0.18,0.13,0.25,4.97
swiss_eq,default,16,"(2, 2)",sweep,angle_0,random,0.02,0.01,-0.23,0.08,0.17,-0.40,0.01,-0.53,-0.40,-0.20,0.13,0.00,0.09,0.13,0.18
swiss_uneq,default,16,"(2, 2)",sweep,angle_0,random,-0.03,0.03,-0.25,-0.04,0.32,-0.18,0.01,-0.37,-0.19,0.01,0.71,0.33,0.27,0.68,3.21
grid_eq,default,16,"(2, 2)",sweep,angle_0,angle_0,0.10,0.00,-0.07,0.10,0.19,-0.49,0.01,-0.71,-0.49,-0.28,0.16,0.00,0.08,0.17,0.22
grid_uneq,default,16,"(2, 2)",sweep,angle_0,angle_0,-0.13,0.03,-0.44,-0.11,0.35,-0.18,0.02,-0.45,-0.18,0.08,0.47,4.31,0.10,0.33,158.34
random_eq,default,16,"(2, 2)",sweep,angle_0,angle_0,-0.01,0.02,-0.34,0.04,0.20,-0.48,0.01,-0.68,-0.49,-0.28,0.15,0.00,0.08,0.14,0.22
random_uneq,default,16,"(2, 2)",sweep,angle_0,angle_0,-0.16,0.02,-0.34,-0.12,0.20,-0.29,0.00,-0.41,-0.29,-0.15,0.40,0.74,0.10,0.28,24.59
